Ngày đăng,Loại hình,Diện tích (m²),Giá (tỷ),Giấy tờ pháp lý,Số phòng ngủ,Số phòng vệ sinh,Tình trạng nội thất,Link
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Duẩn",43.0,1.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duan-phuong-kham-thien/mo-ban-t2-cong-vien-thong-nhat-dong-da-gia-800tr-den-hon-1-ty-pr42848948
27/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Duẩn",50.0,2.1,Sổ đỏ/ Sổ hồng,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duan-phuong-phuong-lien/hot-dong-da-2-ngu-50m-o-ngay-moi-tinh-full-do-pr44387920
27/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Duẩn",26.0,0.9,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duan-phuong-phuong-lien/mo-ban-ban-b11-cv-thong-nhat-35-55m-full-noi-that-giam-50tr-o-ngay-pr43023636
25/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Duẩn",48.0,1.6,Sổ đỏ/ Sổ hồng,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duan-phuong-phuong-lien/t-chinh-thuc-mo-ban-toa-ang-an-ba-mau-pr44031520
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Đức Thọ",50.0,1.95,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duc-tho-phuong-my-dinh-1/ban-ccmn-tang-1-kinh-doanh-cua-rieng-biet-dinh-pr44314969
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Đức Thọ",45.0,2.1,Không rõ,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duc-tho-phuong-my-dinh-1/ban-ni-nam-tu-liem-ngay-p-t-dien-tich-45-m-2-ngu-du-cong-nang-pr44329214
19/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Đức Thọ",48.0,2.1,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-duc-tho-phuong-my-dinh-2/ban-cc-tai-2-1-ty-48m2-2pn-1wc-gia-cuc-chat-pr44319466
06/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Lai",87.5,12.7,Sổ đỏ/ Sổ hồng,9,9,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-lai-phuong-4-18/ban-chdv-mat-tien-co-thang-may-87-5m2-pr44202167
30/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Thị Riêng",110.0,25.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-thi-rieng-phuong-ben-thanh/ban-chdv-110m2-ngang-6x18m-vuong-vuc-hien-tai-4-tang-6-ngu-lon-dong-tien-80tr-thang-chi-25-ty-tl-pr44419200
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Trọng Tấn",45.0,2.14,Hợp đồng mua bán,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-trong-tan-phuong-khuong-mai/ban-moi-dep-2-ngu-o-to-dinh-cong-thanh-xuan-2-14-ty-pr44313240
28/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Văn Duyệt",46.5,2.9,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-van-duyet-phuong-1-20/ban-tai-p-1-binh-thanh-hcm-2-9-ty-46-5m2-gia-uu-dai-pr44256710
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Văn Lương",46.0,1.99,Hợp đồng mua bán,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-van-luong-phuong-nhan-chinh/ban-moi-dep-2-ngu-o-ngay-o-to-thanh-xuan-1-99-ty-pr44312793
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Văn Lương",47.0,2.09,Hợp đồng mua bán,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-van-luong-phuong-nhan-chinh/ban-moi-dep-2-ngu-o-ngay-o-to-thanh-xuan-2-09-ty-pr44312899
22/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lê Văn Sỹ",50.0,2.0,Sổ đỏ/ Sổ hồng,2,1,Không nội thất,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-van-sy-phuong-11-9/ban-32-50m2-2pn-gia-sieu-hoi-2-ty-vnd-pr44340679
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lĩnh Nam",45.0,1.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-linh-nam-phuong-mai-dong-1/mo-ban-v2-minh-khai-tam-trinh-cau-gia-re-pr42942116
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Lương Thế Vinh",38.0,1.43,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-luong-the-vinh-phuong-thanh-xuan-bac/ban-ccmn-co-so-hong-phoi-tung-thoang-dep-phung-khoang-pr44238480
19/10/2025,"Chung cư mini, căn hộ dịch vụ tại Khu phức hợp cao tầng Mỹ Đình",55.0,2.3,Khác,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-luu-huu-phuoc-phuong-my-dinh-1-prj-khu-phuc-hop-cao-tang-my-dinh/ccmn-mat-55m2-2-ngu-1-wc-thich-cho-gia-nho-giao-thong-thuan-tien-ra-pr44319971
25/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì Hạ",30.0,1.2,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-ha-phuong-me-tri/chinh-chu-ban-studio-30m-full-do-tai-doi-dien-toa-keangnam-thoang-pr44272213
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì Hạ",30.0,1.27,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-ha-phuong-me-tri/chinh-chu-ban-studio-view-dep-tai-do-duc-duc-full-do-33-50m2-co-so-pr44208707
28/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì Hạ",26.0,0.01,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-ha-phuong-me-tri/gia-re-ban-b10-pm-hung-keangnam-35-55m2-full-noi-tt-o-ngay-pr42803964
23/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì Hạ",30.0,1.26,Khác,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-ha-phuong-me-tri/moi-tinh-2025-ban-chinh-chu-t2-keang-nam-o-luon-full-do-tu-1ty2-can-pr44255811
06/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì",35.0,1.3,Hợp đồng mua bán,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-phuong-me-tri/ban-cc-1pn-1wc-35m2-tai-nam-tu-liem-1-3-ty-sieu-hot-pr44190098
10/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì",35.0,1.28,Hợp đồng mua bán,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-phuong-me-tri/ban-cc-dep-nhieu-tien-ich-tai-1-28-ty-35m2-pr44240285
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì",50.0,1.87,Hợp đồng mua bán,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-phuong-me-tri/ban-gap-cc-2pn-1wc-tai-nam-tu-liem-ha-noi-1-87-ty-50m2-pr44322728
27/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mễ Trì",55.0,1.29,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-me-tri-phuong-me-tri/ban-pham-hung-my-dinh-cau-giay-vi-vang-quan-cau-giay-doi-dien-keangnam-72-pr42219801
27/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mỹ Đình 1",45.0,1.65,Hợp đồng mua bán,2,6,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-my-dinh-1-phuong-my-dinh-1/ban-45m2-2n1k-1-65-ty-pr44387511
15/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mỹ Đình",48.0,1.85,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-my-dinh-phuong-my-dinh-1/-pho-48m-2ngu-1wc-tang-1-phong-ngu-va-phong-khach-thoang-sang-pr44162503
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mỹ Đình",30.0,1.0,Hợp đồng mua bán,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-my-dinh-phuong-my-dinh-1/ban-1pn-1wc-tai-nam-tu-liem-moi-full-noi-that-gia-nhinh-1ty-pr44322692
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mỹ Đình",50.0,2.3,Khác,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-my-dinh-phuong-my-dinh-1/ban-cc-tai-2-3-ty-50m2-2pn-full-noi-that-pr44055276
17/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mỹ Đình",52.0,2.39,Không rõ,2,1,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-my-dinh-phuong-my-dinh-1/ban-ni-dien-tich-52-m2-1-png-khach-2-ngu-wc-day-du-he-tng-pccc-pr44304232
17/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Mỹ Đình",26.0,0.9,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-my-dinh-phuong-my-dinh-2/mo-ban-g3-nguyen-hoang-tran-binh-vi-tri-sieu-dep-full-noi-that-mua-vao-o-ngay-pr40126160
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Ngọc Hà",45.0,1.0,Không rõ,6,6,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-ngoc-ha-phuong-ngoc-ha/cat-lo-l3-hoang-hoa-tm-ba-dinh-pr42798205
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Ngọc Hà",45.0,1.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-ngoc-ha-phuong-ngoc-ha/mo-ban-a4-hoang-hoa-tm-ba-dinh-gia-800tr-den-hon-1-ty-pr42761906
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Chí Thanh",25.8,1.58,Sổ đỏ/ Sổ hồng,3,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-chi-thanh-phuong-5-12/-3pn-1wc-1-68-ty-co-so-ng-pr44189857
21/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Chính",80.0,2.55,Đang chờ sổ,3,3,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-chinh-phuong-thinh-liet/ban-cc-3pn-3wc-80m2-tai-hoang-mai-ha-noi-gia-2-55-ty-pr44328303
27/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Công Trứ",28.0,2.1,Đang chờ sổ,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-cong-tru-phuong-pham-dinh-ho/ban-cc-2pn-1vs-28m2-gia-cuc-chat-tai-ng-ngan-hai-ba-ng-hn-pr44249611
23/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Du",12.0,2.65,Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-du-phuong-ben-nghe/giam-manh-200-trieu-ban-trung-tam-quan-1-p-shr-gia-2-65-ty-pr44353356
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Khang",45.0,1.99,Sổ hồng,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-khang-phuong-quan-hoa/ban-2-ngu-trung-tam-cau-giay-ngo-ba-gac-tng-chua-toi-2-ty-khau-cau-giay-pr44320100
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Khang",45.0,2.05,Sổ đỏ/ Sổ hồng,2,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-khang-phuong-yen-hoa-2/ban-ccmn-45m2-pho-cau-giay-chi-2-05-ty-pr44311464
16/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Kiệm",60.0,2.4,Sổ đỏ/ Sổ hồng,2,2,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-kiem-phuong-3-20/vi-tri-dat-dia-van-dau-2-ty-50m2-gia-f0-nha-moi-100-shr-view-sai-gon-pr44065353
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Kiệm",42.0,2.7,Sổ đỏ/ Sổ hồng,1,1,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-kiem-phuong-9-12/ban-675-phu-nhuan-gan-san-bay-2-7-ty-42m2-1pn-1wc-pr43971645
30/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Kiệm",42.0,2.68,Sổ hồng,1,1,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-kiem-phuong-9-12/ban-p-9-phu-nhuan-so-ng-rieng-co-thang-may-gia-2-68-ty-pr44227451
16/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Lương Bằng",54.0,2.9,Sổ đỏ/ Sổ hồng,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-luong-bang-1-phuong-2_3/ban-mat-tien-p-2-da-lat-gia-chi-2-9-ty-1-png-khach-2-png-ngu-pr44298215
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Lương Bằng",38.0,1.65,Hợp đồng mua bán,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-luong-bang-1-phuong-quang-trung/phien-ban-c-cau-am-co-chieu-cap-vc-tre-chi-1-65-ty-so-huu-tam-dong-da-pr44319029
15/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Thái Học",80.0,5.0,Sổ đỏ/ Sổ hồng,2,2,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-thai-hoc-phuong-dien-bien/ban-gap-c-tang-3-dt-80m2-x-2-ngu-x-2-wc-sat-p-pr44049696
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Trãi",34.0,1.28,Sổ đỏ/ Sổ hồng,1,6,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-trai-phuong-khuong-dinh/ban-gan-tttm-roiyal-1pn-2pn-34m-50m-full-do-pr41710435
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Trãi",44.0,1.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-trai-phuong-khuong-trung/mo-ban-l4-truong-chinh-nga-tu-so-gia-800tr-den-hon-1-ty-pr42898334
29/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Trãi",16.0,1.05,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-trai-phuong-nguyen-cu-trinh/ban-hiem-q1-hcm-gia-sieu-i-1-05-ty-pr44406597
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Trãi",52.0,2.52,Sổ đỏ,3,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-trai-phuong-nhan-chinh/ban-nga-tu-so-moi-dep-3-ngu-o-to-thanh-xuan-2-58-ty-pr44309815
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Nguyễn Văn Thoại",83.0,22.2,Sổ đỏ/ Sổ hồng,9,9,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-nguyen-van-thoai-phuong-phuoc-my/-ban-chi-cach-bien-khe-vai-buoc-di-bo-pr44313482
23/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Hùng",49.0,2.4,Sổ đỏ/ Sổ hồng,2,1,Không nội thất,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-hung-phuong-5-11/an-52-322-q8-thang-may-lau-4-dt-49m2-1pn-1wc-co-1-lung-duc-pr44211374
29/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Hùng",35.0,1.25,Sổ đỏ/ Sổ hồng,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-hung-phuong-me-tri/cdt-mo-ban-ccmn-my-dinh-cau-giay-35-45-50-52m-gia-tu-1-120tr-so-do-chinh-chu-pr42309603
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Hùng",43.0,1.0,Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-hung-phuong-me-tri/mo-ban-a4-nam-tu-liem-gia-ban-800tr-den-hon-1-ty-pr42871617
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Hùng",43.0,1.0,Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-hung-phuong-me-tri/mo-ban-d2-ben-xe-my-dinh-nam-tu-liem-gia-ban-800tr-den-hon-1-ty-pr42914744
23/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Ngọc Thạch",55.0,2.2,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-ngoc-thach-phuong-kim-lien/ban-view-dep-tai-2-2-ty-55m2-thang-may-2-ngu-ban-cong-rong-thoang-pr44249283
16/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Ngọc Thạch",48.0,2.15,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-ngoc-thach-phuong-phuong-lien-trung-tu/ban-ccmn-xa-dan-thoang-dep-tang-goc-pr44290874
13/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phạm Ngũ Lão",20.22,2.0,Không rõ,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-ngu-lao-phuong-pham-ngu-lao-1/ban-cc-tai-2-ty-20-22m2-gia-sieu-hoi-uy-tin-pr44267500
26/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phan Đình Giót",51.0,2.1,Sổ hồng,2,2,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-phan-dinh-giot-phuong-2-22/ch-2pn-51m2-tan-binh-hoan-thien-100-so-chuan-an-ninh-tot-vay-bank-75-pr44378260
16/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Phùng Khoang",40.0,1.52,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-phung-khoang-phuong-trung-van/ban-cc-dep-1-52-ty-40m2-nam-tu-liem-ha-noi-pr44290888
22/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Quang Lai",34.0,1.7,Sổ đỏ/ Sổ hồng,2,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quang-lai-xa-tam-hiep-6/cuc-hiem-1-7-ty-nha-34m2-day-du-cong-nang-su-dung-gan-pho-trung-huyen-thanh-tri-pr44348346
07/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Quốc lộ 1A",40.0,1.3,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quoc-lo-1a-xa-binh-chanh-3/1-ty-3-1pn-hien-dai-mat-tien-ql1a-sat-c-tra-truoc-200tr-so-huu-ngay-pr44208863
13/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Quốc lộ 1A",63.0,1.7,Sổ đỏ/ Sổ hồng,2,2,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quoc-lo-1a-xa-binh-chanh-3/so-huu-gan-truong-kng-chi-thuan-tien-sinh-at-ma-con-la-kan-dau-tu-tng-minh-c-ca-g-pr44261094
09/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Quốc lộ 1A",51.0,1.5,Sổ đỏ/ Sổ hồng,2,1,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quoc-lo-1a-xa-binh-chanh-3/so-huu-viwe-dep-2pn-1wc-xung-quanh-4-boi-khu-vui-ci-tre-em-bbq-ngoai-troi-pr44212881
25/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Quốc lộ 1A",56.0,0.03,Sổ đỏ/ Sổ hồng,2,2,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quoc-lo-1a-xa-binh-loi-1/so-huu-2pn-chi-29trieu-m2-trong-thang-10-mua-nha-trung-qua-sieu-i-so-huu-ngay-pr44234409
27/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Quốc Lộ 22",44.0,1.1,Sổ đỏ/ Sổ hồng,2,1,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quoc-lo-22-xa-ba-diem/nha-o-hoi-44m2-gan-nga-4-an-suong-noi-that-so-hong-thanh-toan-linh-hoat-pr44215201
28/10/2025,"Chung cư mini, căn hộ dịch vụ tại Maison Grand Phú Mỹ",58.0,2.0,Không rõ,2,1,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-quoc-lo-51-phuong-phu-my_1-prj-maison-grand-phu-my/ban-cc-2pn-58m2-gia-2-ty-o-full-noi-that-cho-thue-ngay-15-trieu-thang-pr44396849
24/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Tam Trinh",45.0,1.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tam-trinh-phuong-mai-dong-1/cat-lo-e1-minh-khai-linh-nam-sau-timecity-dien-tich-tu-30-55m2-pr42499598
17/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Tân Kỳ Tân Quý",25.0,1.2,Không rõ,2,1,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tan-ky-tan-quy-phuong-binh-hung-hoa-a/mo-bn-p-tro-vy-40-ti-gin-5-nm-pr44083123
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Tân Xuân",70.0,5.9,Sổ đỏ/ Sổ hồng,3,3,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tan-xuan-phuong-dong-ngac/ban-cc-5-9-ty-70m2-3pn-3wc-phap-ly-day-du-dep-nhieu-tien-ich-pr44321676
19/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Tây Sơn",50.0,2.15,Sổ đỏ,2,6,Khác,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tay-son-phuong-thinh-quang/ban-p-dong-da-dt-50m-gia-2-15-ty-pr44226537
22/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Tây Thạnh",45.0,2.1,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tay-thanh-phuong-tay-thanh/ban-tai-tan-phu-chi-minh-gia-c-chat-chi-voi-2-1-ty-45m2-pr44148074
28/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Tây Tựu",40.0,0.95,Hợp đồng mua bán,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tay-tuu-phuong-tay-tuu/ban-ccmn-2-ngu-gia-1-15-ty-pr43220207
20/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thịnh Quang",28.0,1.13,Hợp đồng mua bán,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thinh-quang-phuong-thinh-quang/ban-ccmn-studio-nho-xinh-full-noi-that-175-dong-da-pr44246478
18/10/2025,"Chung cư mini, căn hộ dịch vụ tại Ben Hill",55.47,2.2,Sổ đỏ/ Sổ hồng,2,2,Cơ bản,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuan-giao-24-phuong-thuan-giao-prj-ben-hill/so-huu-2pn-chi-voi-200-trieu-mua-nha-chua-bao-gio-de-dang-den-the-cam-ket-mua-lai-pr44311374
22/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thượng Đình",60.0,2.35,Khác,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuong-dinh-phuong-thuong-dinh/ban-2-ngu-gan-60m-chi-2-35-ty-pr44345373
06/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thượng Đình",35.0,1.3,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuong-dinh-phuong-thuong-dinh/ban-cc-1pn-1wc-tai-thanh-xuan-ha-noi-gia-cuc-chat-1-3-ty-pr44190109
25/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thượng Đình",35.0,1.45,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuong-dinh-phuong-thuong-dinh/chi-1-4xx-ty-ban-ccmn-1-ngu-mat-p-ngay-nga-tu-so-thanhxuan-pr44196196
16/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thượng Đình",55.0,1.79,Sổ đỏ/ Sổ hồng,2,2,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuong-dinh-phuong-thuong-dinh/chinh-chu-a1-pho-nga-tu-so-roay-city-full-do-nhan-nha-o-luon-pr42068844
19/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thụy Khuê",50.0,1.9,Sổ đỏ/ Sổ hồng,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuy-khue-phuong-thuy-khue/hott-mo-ban-chinh-thuc-hoang-hoa-tham-van-cao-moi-100-pr44319557
23/10/2025,"Chung cư mini, căn hộ dịch vụ tại đường Thụy Khuê",52.0,1.35,Sổ đỏ/ Sổ hồng,2,1,Đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-thuy-khue-phuong-thuy-khue/mo-ban-h2-ang-a-tham-tay-thiet-ke-1-2p-ngu-o-ngay-pr44069398
